名称,总价（万）,均价,成交日期,位置
时代豪庭 3室2厅 173.86平米,295,16968元,2016-06-06,锦江
世茂玉锦湾 4室2厅 260.17平米,295,11339元,2016-05-06,成华
龙湖世纪峰景 4室2厅 176.65平米,295,16700元,2016-10-25,高新区
天悦府 3室2厅 130.84平米,295,22547元,2017-03-13,高新区
锦官丽城亲水湾 3室2厅 187.17平米,295,15762元,2017-08-23,天府新区
天府世家 3室2厅 178平米,295,16595元,2016-05-03,高新区
锦官新城西区 5室2厅 260平米,295,11346元,2015-05-29,武侯
双林北横路129号院 4室2厅 207.2平米,295,14238元,2017-07-23,成华
长城半岛城邦三期 5室2厅 164.84平米,295,17896元,2016-11-25,高新区
中海格林威治城 4室2厅 163.75平米,295,18016元,2017-03-12,武侯
锦宏骏苑 5室2厅 245平米,295,12040元,2016-05-01,武侯
长城半岛城邦三期 5室2厅 180平米,295,16414元,2016-08-31,高新区
南苑小区 4室2厅 182平米,295,16197元,2016-04-13,高新区
中海格林威治城 4室2厅 164.81平米,295,17900元,2017-03-07,武侯
麓山国际塞尔维蒙 3室2厅 165.1平米,295,17868元,2016-12-17,天府新区
营中巷32号院 4室3厅 255.17平米,295,11561元,2017-06-04,金牛
麓山国际塞尔维蒙 4室2厅 205.29平米,295,14370元,2017-01-11,天府新区
花间集 3室2厅 138.73平米,295,21265元,2017-11-05,武侯
名景园 3室2厅 138.81平米,295,21253元,2017-09-20,青羊
交大归谷国际住区 3室2厅 140.08平米,295,21060元,2017-08-13,武侯
世代锦江凯旋门 2室2厅 102平米,295,28922元,2017-10-27,锦江
时代尊邸 2室2厅 114平米,295,25878元,2017-06-21,锦江
时代豪庭 2室1厅 113.21平米,295,26058元,2017-10-13,锦江
上海东韵 5室2厅 171.57平米,295,17171元,2017-04-08,锦江
世茂玉锦湾 5室2厅 260.1平米,295,11342元,2015-10-09,成华
凯德世纪名邸 4室2厅 113.43平米,295,26008元,2017-12-25,高新区
奥克斯广场 3室2厅 123.18平米,295,23949元,2017-12-15,高新区
龙湖三千里 3室2厅 129.81平米,295,22726元,2017-10-15,成华
成达佳园 4室2厅 188.29平米,295,15668元,2018-01-31,高新区
泊景湾 3室2厅 117.38平米,295,25133元,2018-02-04,武侯
晶蓝半岛二期 2室1厅 89.39平米,295,33002元,2018-02-02,锦江
交大归谷国际住区 3室2厅 140.08平米,295,21060元,2017-11-01,武侯
西派国际 4室2厅 195平米,295,15128元,2015-10-26,高新区
誉峰 3室2厅 182平米,295,16209元,2015-10-14,高新区
保利贝森公馆 4室2厅 155平米,295,19032元,2016-05-01,青羊
时代尊邸 3室2厅 217.46平米,295,13566元,2015-11-24,锦江
翡翠城二期 5室2厅 188平米,295,15691元,2015-05-17,锦江
时代丽都美语 4室2厅 229.59平米,295,12836元,2017-03-23,武侯
中海城南一号 4室2厅 185平米,295,15945元,2016-03-01,高新区
万科魅力之城四期 3室2厅 139.77平米,295,21107元,2017-10-11,成华
神仙树大院三期 4室2厅 173平米,295,17052元,2016-03-01,高新区
城楠映象 5室2厅 131.31平米,295,22466元,2017-12-19,武侯
齐力花园 4室2厅 190平米,295,15527元,2017-12-07,青羊
神仙树大院二期 4室2厅 177.68平米,295,16603元,2016-06-30,高新区
金沙鹭岛 4室2厅 177.1平米,295,16657元,2016-05-17,青羊
康郡 4室2厅 155.56平米,295,18964元,2017-05-21,锦江
长城半岛城邦三期 5室2厅 273.78平米,295,10775元,2016-01-10,高新区
桐梓林欧城 3室2厅 152.98平米,295,19284元,2016-10-21,武侯
中海名城 4室2厅 212.24平米,294,13843元,2015-05-03,高新区
时代尊城别墅 3室2厅 225.22平米,294,13045元,2016-05-21,青羊
海珀香庭 4室2厅 285平米,294,10315元,2016-02-01,武侯
翡翠城三期 4室2厅 238平米,294,12348元,2016-05-01,锦江
中大君悦金沙四期 3室2厅 132平米,294,22273元,2017-09-26,青羊
南城都汇三B期 3室2厅 126.24平米,294,23263元,2017-10-27,高新区
中海城南一号 4室2厅 158.89平米,294,18491元,2016-05-19,高新区
华润二十四城 5室2厅 144.45平米,293,20284元,2017-06-05,成华
誉峰 4室2厅 183平米,293,16010元,2016-03-01,高新区
建发天府鹭洲 4室2厅 105.93平米,293,27660元,2017-02-28,高新区
天悦府 4室2厅 177.91平米,293,16469元,2015-06-28,高新区
中海名城三期 4室2厅 172.48平米,293,16987元,2017-02-12,高新区
东城根中街9号院 4室2厅 129.71平米,293,22589元,2017-09-20,青羊
保利百合花园 4室2厅 127.88平米,293,22913元,2017-03-25,高新区
信和御龙山 3室2厅 116.58平米,293,25133元,2017-10-31,成华
东苑小区C 4室2厅 154平米,293,19026元,2017-02-20,高新区
时代尊邸 4室2厅 217.84平米,293,13450元,2015-12-25,锦江
长城半岛城邦二期 4室2厅 172平米,293,17034元,2016-04-01,高新区
翡翠城四期 4室2厅 161平米,293,18199元,2017-03-22,锦江
水沐环岛 3室2厅 295.24平米,293,9924元,2016-09-18,新都
华润二十四城三期 4室2厅 128.48平米,293,22806元,2017-06-28,成华
保利心语二期 5室2厅 141.67平米,293,20682元,2016-09-11,高新区
时代豪庭 4室2厅 173.86平米,293,16853元,2016-07-11,锦江
南苑小区 4室2厅 203平米,293,14433元,2015-04-09,高新区
中粮祥云国际生活区一期 5室2厅 213.57平米,293,13719元,2016-12-30,武侯
78号观邸 6室2厅 262.76平米,292,11113元,2016-01-08,青羊
绿地锦天府 3室2厅 185平米,292,15783元,2016-03-01,锦江
南钻威尼斯 3室2厅 129.44平米,292,22559元,2017-12-31,高新区
棕榈长滩 3室2厅 151.79平米,292,19238元,2018-01-13,温江
蜀郡 3室2厅 175平米,292,16686元,2017-11-01,天府新区
翡翠城五期 3室2厅 89.83平米,292,32506元,2018-01-30,锦江
华润凤凰城 3室2厅 131.7平米,292,22172元,2017-12-22,高新区
上海东韵 4室2厅 137平米,291,21205元,2017-08-22,锦江
仁和春天大道 5室3厅 322平米,291,9042元,2016-06-29,温江
锦宏骏苑 4室2厅 144.83平米,291,20093元,2017-10-17,武侯
翡翠城五期 3室2厅 89.83平米,291,32339元,2017-12-14,锦江
仁和春天大道 4室3厅 313.51平米,290,9250元,2015-05-20,温江
时代尊邸 3室2厅 176.61平米,290,16420元,2015-06-25,锦江
阳光河畔 4室2厅 234.27平米,290,12379元,2016-05-06,青羊
仁和春天国际花园 4室2厅 166.49平米,290,17418元,2016-09-26,高新区
神仙树大院四期 3室2厅 155.05平米,290,18704元,2016-10-11,高新区
桐梓林欧城 3室2厅 180.85平米,290,16035元,2015-07-09,武侯
时代尊邸 3室2厅 218平米,290,13302元,2016-01-01,锦江
中海国际社区熙岸 4室2厅 152.66平米,290,18997元,2017-07-23,高新西区
绿地圣罗兰 4室2厅 367平米,290,7911元,2016-06-30,高新西区
华润二十四城三期 4室2厅 128.45平米,290,22577元,2017-06-18,成华
天府欣苑 4室2厅 189平米,290,15344元,2015-05-11,高新区
天合凯旋南城 3室2厅 144.57平米,290,20060元,2017-10-18,高新区
万科城市花园 3室2厅 122.75平米,290,23626元,2017-09-14,锦江
绿地锦天府 3室2厅 198.51平米,290,14609元,2016-07-05,锦江
中海城南华府 2室1厅 89.9平米,290,32259元,2017-09-30,高新区
冠城花园二期 3室2厅 148.98平米,290,19466元,2017-11-14,青羊
绿地锦天府 3室2厅 185平米,290,15676元,2017-01-22,锦江
鹭岛国际社区二期 3室2厅 147平米,290,19728元,2017-04-18,武侯
翠微清波 3室2厅 136.55平米,290,21238元,2017-09-12,青羊
华润二十四城三期 3室2厅 104平米,290,27885元,2017-10-25,成华
中海兰庭 4室2厅 88.4平米,290,32806元,2017-10-25,高新区
成都A区 3室2厅 133.06平米,290,21795元,2017-10-31,武侯
仁和春天大道 5室2厅 318.38平米,290,9109元,2017-04-05,温江
盛南领地 4室2厅 190平米,290,15264元,2017-10-16,高新区
万科金域西岭 4室2厅 167.97平米,290,17265元,2018-01-04,金牛
新鸿基悦城 3室2厅 151.25平米,290,19174元,2018-01-05,天府新区
春语花间 3室2厅 217.94平米,290,13306元,2017-02-28,金牛
春天花园 3室2厅 177.78平米,290,16312元,2015-05-30,青羊
府河音乐花园 7室2厅 310.01平米,290,9355元,2017-09-03,天府新区
信和御龙山 3室2厅 115.46平米,290,25117元,2018-01-01,成华
世代锦江凯旋门 2室2厅 102平米,290,28432元,2017-10-08,锦江
盘谷花园 3室2厅 172.82平米,290,16781元,2018-02-03,武侯
中海国际社区橙郡三期 4室2厅 140.59平米,290,20628元,2018-02-09,高新西区
华都美林湾 4室2厅 160.95平米,290,18019元,2018-02-08,锦江
汇锦城 3室2厅 138.61平米,290,20923元,2017-11-01,高新区
华润凤凰城三期 3室2厅 123.99平米,290,23389元,2017-08-30,高新区
中建桐梓林壹号 3室2厅 110平米,290,26364元,2017-10-06,高新区
时代尊邸 3室2厅 176.61平米,290,16420元,2015-11-29,锦江
时代尊邸 3室2厅 217.35平米,290,13343元,2015-05-23,锦江
锦江花园城 5室2厅 221.87平米,290,13071元,2017-09-21,武侯
成达佳园 4室2厅 181.46平米,290,15982元,2018-02-01,高新区
凯德风尚 4室3厅 205平米,290,14146元,2016-12-16,青羊
仁恒滨河湾 3室2厅 177平米,290,16384元,2016-07-17,锦江
仁和春天国际花园 3室2厅 143.47平米,290,20213元,2017-01-16,高新区
翡翠城五期 4室2厅 89平米,290,32585元,2017-03-11,锦江
时代尊城 3室2厅 163平米,290,17791元,2015-04-06,青羊
华润二十四城二期 4室2厅 90.05平米,290,32204元,2016-07-15,成华
首创万卷山 5室3厅 216.59平米,290,13390元,2017-10-15,龙泉
锦官城 3室2厅 163.22平米,290,17768元,2017-11-02,武侯
保利花园 5室3厅 135平米,290,21481元,2016-04-14,武侯
齐力花园 3室2厅 130.84平米,290,22165元,2017-10-18,青羊
优品道四期 4室2厅 110平米,290,26364元,2017-04-06,青羊
金府花园 3室2厅 146.94平米,290,19702元,2017-10-28,锦江
时代豪庭 2室2厅 113平米,290,25664元,2017-08-17,锦江
中粮祥云国际生活区二期 3室2厅 143.66平米,290,20187元,2017-06-14,武侯
锦宏骏苑 3室2厅 126.06平米,290,23005元,2017-12-21,武侯
建发中央鹭洲 4室2厅 122.61平米,290,23653元,2017-12-09,高新区
万科五龙山九墅 4室2厅 199.33平米,290,14549元,2018-01-11,新都
中海翠屏湾 4室2厅 121.1平米,290,23948元,2017-10-22,高新区
成都A区 3室1厅 151.73平米,290,19113元,2017-12-17,武侯
成都花园 4室2厅 223.08平米,290,13000元,2015-06-11,青羊
蓝光公馆1881 4室2厅 214.34平米,290,13530元,2016-06-25,高新区
怡丰新城 4室2厅 168.83平米,290,17178元,2018-01-18,高新区
龙湖弗莱明戈 4室2厅 148.46平米,290,19534元,2018-02-12,郫都区
时代尊邸 4室2厅 217.87平米,290,13311元,2015-08-18,锦江
鹭岛国际社区二期 3室2厅 176.8平米,290,16403元,2017-03-14,武侯
凯莱帝景 6室1厅 261.48平米,290,11091元,2017-03-10,武侯
蜀郡 3室2厅 350.94平米,290,8264元,2016-09-24,天府新区
蓝光公馆1881 3室2厅 198.34平米,290,14621元,2016-08-15,高新区
世茂玉锦湾 4室2厅 256平米,290,11328元,2016-05-01,成华
神仙树大院 5室2厅 235.43平米,290,12309元,2016-11-16,高新区
中海名城 4室2厅 210.08平米,290,13804元,2016-09-13,高新区
天韵金沙 4室2厅 268.42平米,289,10767元,2016-10-15,青羊
华润二十四城四期 4室2厅 145.17平米,289,19908元,2017-08-14,成华
东苑小区E 4室2厅 153.8平米,289,18791元,2017-10-25,高新区
仁和春天国际花园 2室2厅 110.33平米,289,26210元,2017-09-26,高新区
御府花都 3室2厅 138.31平米,289,20896元,2018-02-05,高新区
长虹和悦府 4室2厅 128平米,289,22563元,2018-01-22,青羊
中海城南一号 4室2厅 185平米,289,15622元,2016-01-10,高新区
中海龙湾半岛 3室2厅 134.94平米,289,21403元,2017-09-22,武侯
麓山国际社区茵特拉肯 4室2厅 160平米,289,18063元,2017-12-20,天府新区
龙湖世纪峰景 4室2厅 180.29平米,289,16030元,2016-12-19,高新区
万科城市花园 3室2厅 137.31平米,289,21011元,2017-02-14,锦江
中海城南华府 3室2厅 161.23平米,289,17894元,2016-05-22,高新区
锦天府 4室2厅 204.77平米,288,14065元,2016-05-09,锦江
中华园 3室2厅 238.51平米,288,12075元,2016-10-27,武侯
世纪城天鹅湖 4室2厅 297.7平米,288,9674元,2016-10-25,高新区
中华家园 4室2厅 144平米,288,20000元,2017-08-23,青羊
浣花新城 4室2厅 128.87平米,288,22348元,2016-10-13,青羊
鹭岛国际社区二期 4室2厅 212.21平米,288,13571元,2015-11-20,武侯
香颂岛 4室2厅 274.84平米,288,10479元,2016-11-20,温江
四海逸家三期 4室2厅 87.25平米,288,33009元,2017-01-21,锦江
中海龙湾半岛 3室3厅 134.94平米,288,21343元,2017-03-21,武侯
天合凯旋南城 3室2厅 144.33平米,288,19955元,2017-06-06,高新区
粼江峰阁 3室2厅 144.5平米,288,19931元,2017-06-06,锦江
河畔芙蓉 3室2厅 135.24平米,288,21296元,2017-03-21,青羊
麓山国际拉佩维尔 4室2厅 240.41平米,288,11980元,2016-11-15,天府新区
神仙树大院 3室2厅 153.69平米,288,18739元,2016-10-16,高新区
君临天下 4室2厅 282.5平米,288,10195元,2015-12-09,高新西区
复地雍湖湾 3室2厅 110.23平米,288,26128元,2017-12-02,高新区
皇城花卉 3室2厅 137.01平米,288,21021元,2017-06-19,高新区
时代尊邸 3室2厅 176.61平米,288,16307元,2015-07-15,锦江
粼江峰阁 3室2厅 146.84平米,288,19614元,2017-08-09,锦江
神仙树大院三期 3室2厅 125平米,288,23040元,2017-09-08,高新区
天府欣苑 4室2厅 190平米,288,15157元,2016-04-21,高新区
中海国际社区熙岸 3室2厅 139.18平米,288,20693元,2018-01-06,高新西区
万和苑 4室2厅 155.12平米,288,18567元,2017-09-27,青羊
仁和春天国际花园 3室2厅 145平米,288,19862元,2017-01-15,高新区
紫藤花园 3室2厅 143.47平米,288,20074元,2017-08-18,武侯
两江国际 3室2厅 136.77平米,288,21058元,2018-01-27,高新区
中海城南一号 4室2厅 193.59平米,288,14877元,2016-05-07,高新区
世茂玉锦湾 5室2厅 260平米,288,11070元,2016-05-29,成华
翡翠城二期 3室2厅 135.18平米,288,21305元,2016-10-10,锦江
碧华邻 3室2厅 132.47平米,288,21741元,2017-10-29,青羊
华宇蓉国府 3室1厅 114.2平米,288,25219元,2017-12-25,武侯
华府西苑 3室2厅 125.83平米,288,22889元,2017-11-25,高新区
中房金沙海棠 4室2厅 154平米,288,18702元,2017-09-17,青羊
梅花庭院 3室2厅 113.57平米,288,25359元,2017-12-21,锦江
中海金沙府 4室2厅 174.38平米,288,16516元,2016-05-11,青羊
蜀郡 4室3厅 241.43平米,288,11929元,2015-11-07,天府新区
龙景花园 2室2厅 114.51平米,288,25151元,2016-12-23,青羊
中海城南一号 3室2厅 159平米,288,18113元,2016-04-01,高新区
时代尊邸 5室2厅 213平米,288,13521元,2015-08-24,锦江
天府世家 3室2厅 113.48平米,288,25379元,2016-10-03,高新区
时代尊邸 3室2厅 177平米,287,16203元,2016-03-01,锦江
中海名城三期 3室2厅 120.44平米,287,23830元,2017-11-04,高新区
万科城市花园 3室2厅 110平米,287,26091元,2017-10-07,锦江
世茂玉锦湾 5室2厅 258平米,287,11148元,2016-05-28,成华
成都花园上城 3室2厅 141平米,287,20327元,2017-07-26,青羊
中海城南一号 4室2厅 180平米,286,15889元,2016-08-13,高新区
中海名城二期 4室2厅 169.48平米,286,16875元,2015-04-06,高新区
叠翠峰 4室2厅 148.4平米,286,19273元,2017-07-08,高新区
蓉上坊二期 3室2厅 136平米,286,21030元,2017-07-09,锦江
万科金色领域 4室2厅 126.4平米,286,22627元,2017-09-13,青羊
康郡 4室2厅 160.78平米,286,17788元,2016-10-05,锦江
保利花园 5室2厅 132.75平米,286,21544元,2016-09-03,武侯
南城都汇 3室2厅 136.39平米,286,20970元,2017-11-12,高新区
建发中央鹭洲 4室2厅 122.8平米,286,23290元,2017-12-02,高新区
世茂玉锦湾 4室2厅 260.1平米,286,10996元,2015-08-07,成华
两江国际 3室2厅 136.77平米,286,20875元,2018-02-12,高新区
誉峰 3室2厅 183平米,286,15628元,2015-09-29,高新区
奥克斯广场 3室1厅 130.51平米,286,21915元,2017-10-13,高新区
南郡7英里 4室3厅 332.9平米,286,8591元,2015-09-22,高新区
中海城南一号 4室2厅 175.71平米,286,16277元,2015-12-22,高新区
鹭岛国际社区二期 3室2厅 157.82平米,286,18122元,2017-03-01,武侯
中海城南华府 3室2厅 134.5平米,286,21264元,2016-08-05,高新区
时代尊邸 3室2厅 166平米,286,17221元,2016-08-29,锦江
华侨城东岸 4室2厅 207.6平米,285,13728元,2015-05-04,金牛
桂溪苑 4室2厅 208平米,285,13702元,2015-12-23,高新区
长城半岛城邦三期 3室2厅 146.07平米,285,19511元,2017-01-17,高新区
天邑花园 3室2厅 145.2平米,285,19629元,2017-08-21,青羊
蓝光公馆1881 3室2厅 198.34平米,285,14369元,2016-11-14,高新区
保利康桥 4室2厅 197平米,285,14467元,2016-01-01,成华
保利康桥 4室2厅 197.31平米,285,14444元,2016-01-19,成华
上海东韵 4室2厅 171.57平米,285,16611元,2017-01-06,锦江
绿地锦天府 3室2厅 197平米,285,14467元,2016-04-12,锦江
桐梓林欧城 3室2厅 147.86平米,285,19275元,2017-06-07,武侯
银泰泰悦湾 3室2厅 111.96平米,285,25456元,2017-03-19,高新区
中海城南华府 3室2厅 161平米,285,17701元,2016-04-01,高新区
新界 3室2厅 142.47平米,285,20005元,2018-01-20,武侯
蓝光富丽碧蔓汀 4室2厅 93平米,285,30646元,2018-01-20,金牛
蜀风花园城 4室2厅 208平米,285,13701元,2016-02-01,青羊
三利宅院福邸 4室2厅 260.6平米,285,10936元,2017-02-24,高新区
锦城世家 3室2厅 144平米,285,19792元,2017-04-27,金牛
龙湖三千城 4室2厅 175.28平米,285,16260元,2016-09-17,成华
时代豪庭 2室2厅 114.6平米,285,24870元,2017-08-24,锦江
银泰花园 5室2厅 322.8平米,285,8829元,2017-11-05,双流
通用时代国际社区 3室2厅 101.37平米,285,28115元,2017-10-26,锦江
